query,intent
지원에 대해서 알려주세요,3
지원에 관해서 알려줘,3
지원를 알려줘,3
합격자 발표,3
합격자 발표 알려줘,3
합격자 발표 알려주세요,3
합격자 발표 알려줘봐,3
합격자 발표 알려줘요,3
합격자 발표에 대해서 알려줘,3
합격자 발표에 대해서 알려주세요,3
합격자 발표에 관해서 알려줘,3
합격자 발표를 알려줘,3
합격자발표,3
합격자발표 알려줘,3
합격자발표 알려주세요,3
합격자발표 알려줘봐,3
합격자발표 알려줘요,3
합격자발표에 대해서 알려줘,3
합격자발표에 대해서 알려주세요,3
합격자발표에 관해서 알려줘,3
합격자발표를 알려줘,3
최종 합격자 조회,3
최종 합격자 조회 알려줘,3
최종 합격자 조회 알려주세요,3
최종 합격자 조회 알려줘봐,3
최종 합격자 조회 알려줘요,3
최종 합격자 조회에 대해서 알려줘,3
최종 합격자 조회에 대해서 알려주세요,3
최종 합격자 조회에 관해서 알려줘,3
최종 합격자 조회를 알려줘,3
최종,3
최종 알려줘,3
최종 알려주세요,3
최종 알려줘봐,3
최종 알려줘요,3
최종에 대해서 알려줘,3
최종에 대해서 알려주세요,3
최종에 관해서 알려줘,3
최종를 알려줘,3
최종 합격자,3
최종 합격자 알려줘,3
최종 합격자 알려주세요,3
최종 합격자 알려줘봐,3
최종 합격자 알려줘요,3
최종 합격자에 대해서 알려줘,3
최종 합격자에 대해서 알려주세요,3
최종 합격자에 관해서 알려줘,3
최종 합격자를 알려줘,3
고지서,3
고지서 알려줘,3
고지서 알려주세요,3
고지서 알려줘봐,3
고지서 알려줘요,3
고지서에 대해서 알려줘,3
고지서에 대해서 알려주세요,3
고지서에 관해서 알려줘,3
고지서를 알려줘,3
일반,3
일반 알려줘,3
일반 알려주세요,3
일반 알려줘봐,3
일반 알려줘요,3
일반에 대해서 알려줘,3
일반에 대해서 알려주세요,3
일반에 관해서 알려줘,3
일반를 알려줘,3
일반전형,3
일반전형 알려줘,3
일반전형 알려주세요,3
일반전형 알려줘봐,3
일반전형 알려줘요,3
일반전형에 대해서 알려줘,3
일반전형에 대해서 알려주세요,3
일반전형에 관해서 알려줘,3
일반전형를 알려줘,3
똑 부러지게 말해야지 잘 전달할 수 있을 거예요.,4
똑같은 나날들 마음에 따라 얼마든지 바뀔 수 있어요,4
똑똑! 저는 위로봇입니다.,4
똑똑하면 좋겠다 지금도 충분해요.,4
똑똑해지고 싶다 지금도 충분해요.,4
똥마려 화장실 가세요,4
뜨끈한 온천가고 싶다. 몸은 뜨겁고 머리는 차갑게!,4
뜻밖의 고민을 하고 있어 인생은 항상 마음 먹은 대로 되지 않아요,4
띰띰해요 놀아 주세요 거울을 보면서 얼굴 망가뜨리기 놀이 해 보신 적 있으세요? 의외로 재미 있어요,4
라면 맛있게 끓이는 법 알려줘 라면봉지 레시피 그대로 해보세요.,4
라면 먹고 갈래 저는 좋아요,4
라면 먹고 싶어 맛나게 끓여드세요.,4
라면 먹어야겠다. 맛나게 끓여드세요,4
라면 먹을래 저는 좋아요.,4
라면 잘 끓이는 법 라면봉지 레시피 그대로 해보세요,4
랜선 집사됐어 완전 귀엽죠?,4
레고 사고 싶은데 비싸 돈 모아서 사세요.,4
